,Unnamed: 0,Unnamed: 0.1,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,日期
146851,146851,286,2330,台積電,"32,865,283","7,435","3,411,851,649",103.00,104.50,103.00,103.50,-,1.0,103.50,168,104.00,"6,522",14.72,2013-09-12
147723,147723,286,2330,台積電,"23,635,017","6,354","2,423,125,734",102.50,103.00,102.00,102.50,-,1.0,102.00,"1,346",102.50,"2,207",14.58,2013-09-13
148595,148595,286,2330,台積電,"5,222,316","2,440","537,513,232",102.50,103.50,102.00,102.50, ,0.0,102.50,116,103.00,51,14.58,2013-09-14
149467,149467,286,2330,台積電,"40,693,136","12,903","4,271,620,780",104.00,105.50,104.00,105.50,+,3.0,105.00,"1,681",105.50,695,15.01,2013-09-16
150340,150340,286,2330,台積電,"25,467,674","5,644","2,678,016,770",105.50,105.50,104.50,105.50, ,0.0,105.00,28,105.50,"1,878",15.01,2013-09-17
151215,151215,287,2330,台積電,"34,987,213","5,930","3,638,209,439",105.00,105.50,103.00,103.00,-,2.5,103.00,"2,271",104.00,405,14.65,2013-09-18
152090,152090,287,2330,台積電,"57,281,171","11,435","5,999,783,595",103.00,106.00,102.50,105.50,+,2.5,105.00,830,105.50,"3,257",15.01,2013-09-23
152965,152965,287,2330,台積電,"28,676,262","6,370","3,010,502,846",105.00,105.50,104.00,105.00,-,0.5,104.50,465,105.00,155,14.94,2013-09-24
153841,153841,287,2330,台積電,"35,289,731","9,153","3,646,816,293",104.50,104.50,103.00,103.00,-,2.0,103.00,432,103.50,46,14.65,2013-09-25
154717,154717,287,2330,台積電,"23,059,548","5,431","2,360,281,896",103.50,103.50,101.50,101.50,-,1.5,101.50,"2,459",102.00,193,14.44,2013-09-26
155593,155593,287,2330,台積電,"26,663,268","5,626","2,741,683,791",103.50,103.50,102.00,103.00,+,1.5,102.50,44,103.00,"4,816",14.65,2013-09-27
156468,156468,287,2330,台積電,"46,224,704","11,263","4,656,013,654",100.50,102.00,100.00,100.50,-,2.5,100.50,"4,014",101.00,29,14.30,2013-09-30
157343,157343,287,2330,台積電,"22,927,118","5,825","2,325,091,268",100.50,102.50,100.50,101.50,+,1.0,101.50,992,102.00,518,14.44,2013-09-31
158218,158218,287,2330,台積電,"22,927,118","5,825","2,325,091,268",100.50,102.50,100.50,101.50,+,1.0,101.50,992,102.00,518,14.44,2013-10-01
159093,159093,287,2330,台積電,"14,707,576","5,617","1,512,762,735",103.50,103.50,102.00,103.00,+,1.5,102.50,"1,081",103.00,"4,263",14.65,2013-10-02
159968,159968,287,2330,台積電,"50,840,661","14,268","5,340,048,052",103.50,106.00,103.00,105.00,+,2.0,104.50,955,105.00,"1,579",14.94,2013-10-03
160839,160839,286,2330,台積電,"21,986,837","5,554","2,291,309,445",104.50,105.00,103.50,104.00,-,1.0,104.00,"1,930",104.50,"2,605",14.79,2013-10-04
161709,161709,286,2330,台積電,"24,399,946","5,290","2,513,633,238",103.50,104.00,102.00,103.00,-,1.0,103.00,172,103.50,"1,325",14.65,2013-10-07
162579,162579,286,2330,台積電,"35,150,548","5,955","3,674,048,146",103.50,105.50,103.00,105.00,+,2.0,104.50,820,105.00,765,14.94,2013-10-08
163449,163449,286,2330,台積電,"26,186,338","5,570","2,740,679,712",104.00,105.50,103.00,105.00, ,0.0,104.50,"1,342",105.00,"1,451",14.94,2013-10-09
164320,164320,286,2330,台積電,"59,435,121","14,696","6,324,314,706",105.00,107.50,105.00,106.50,+,1.5,106.00,"1,912",106.50,174,15.15,2013-10-11
165192,165192,286,2330,台積電,"18,800,943","5,172","1,986,474,649",106.50,106.50,105.00,105.00,-,1.5,105.00,273,105.50,"1,077",14.94,2013-10-14
166064,166064,286,2330,台積電,"21,681,637","5,043","2,311,916,289",106.50,107.00,106.00,107.00,+,2.0,106.50,"1,121",107.00,"2,918",15.22,2013-10-15
166936,166936,286,2330,台積電,"19,077,342","5,610","2,035,487,538",108.00,108.00,106.00,106.00,-,1.0,106.00,"1,191",106.50,310,15.08,2013-10-16
167808,167808,286,2330,台積電,"28,186,591","7,058","3,025,093,891",107.50,108.00,107.00,107.00,+,1.0,106.50,"3,806",107.00,18,15.22,2013-10-17
168682,168682,287,2330,台積電,"60,125,471","16,771","6,569,127,705",108.50,110.00,108.50,110.00,+,3.0,110.00,373,110.50,"1,401",15.65,2013-10-18
169556,169556,287,2330,台積電,"41,327,324","9,241","4,564,211,140",111.00,111.50,109.50,110.00, ,0.0,110.00,910,110.50,686,15.65,2013-10-21
170430,170430,286,2330,台積電,"39,837,171","8,828","4,417,862,980",110.00,111.50,109.50,111.50,+,1.5,111.00,73,111.50,"1,167",15.86,2013-10-22
171304,171304,286,2330,台積電,"23,057,730","5,675","2,551,942,600",111.00,111.50,110.00,111.00,-,0.5,110.5,369,111.00,"4,170",15.79,2013-10-23
172179,172179,287,2330,台積電,"21,570,336","7,246","2,359,165,210",109.00,110.00,108.50,110.00,-,1.0,109.50,"1,999",110.00,"1,635",15.65,2013-10-24
173054,173054,287,2330,台積電,"37,244,499","11,658","4,000,380,973",108.50,109.00,106.50,107.00,-,3.0,107.00,"1,346",107.50,697,15.22,2013-10-25
173929,173929,287,2330,台積電,"21,241,672","5,634","2,317,241,248",108.00,109.50,107.50,109.50,+,2.5,109.00,15,109.50,"2,169",15.58,2013-10-28
174804,174804,287,2330,台積電,"21,531,323","4,061","2,344,396,207",108.50,109.50,108.00,109.50, ,0.0,109.00,129,109.50,"2,919",15.58,2013-10-29
175680,175680,287,2330,台積電,"16,768,421","4,443","1,836,449,949",109.00,110.00,109.00,110.00,+,0.5,109.50,153,110.00,"2,071",15.65,2013-10-30
176555,176555,286,2330,台積電,"23,098,870","4,626","2,520,404,080",108.50,109.50,108.00,109.50,-,0.5,109.00,264,109.50,47,15.58,2013-10-31
177430,177430,287,2330,台積電,"10,870,454","3,795","1,190,799,986",110.50,110.50,108.50,109.50, ,0.0,109.00,12,109.50,500,15.58,2013-11-01
178306,178306,287,2330,台積電,"9,642,456","4,622","1,047,704,248",108.00,109.00,108.00,109.00,-,0.5,108.50,309,109.00,"1,027",15.50,2013-11-04
179182,179182,287,2330,台積電,"21,861,325","6,414","2,348,231,599",108.50,109.00,106.50,106.50,-,2.5,106.50,"1,466",107.00,433,15.15,2013-11-05
180058,180058,287,2330,台積電,"17,440,575","7,155","1,865,571,385",106.50,107.50,106.50,107.00,+,0.5,107.00,351,107.50,894,15.22,2013-11-06
180934,180934,287,2330,台積電,"15,944,496","5,026","1,700,975,572",107.00,107.50,106.00,107.00, ,0.0,106.50,948,107.00,57,15.22,2013-11-07
181810,181810,287,2330,台積電,"31,481,367","7,421","3,333,228,352",105.00,106.50,105.00,106.00,-,1.0,105.50,"2,890",106.00,184,15.08,2013-11-08
182688,182688,287,2330,台積電,"21,491,766","8,709","2,253,064,518",105.00,106.00,104.50,104.50,-,1.5,104.50,"3,912",105.00,"1,446",14.86,2013-11-11
183568,183568,289,2330,台積電,"31,992,852","6,868","3,363,418,490",106.00,106.00,104.50,105.00,+,0.5,105.00,879,105.50,"1,353",14.94,2013-11-12
184448,184448,289,2330,台積電,"26,708,973","8,182","2,772,020,219",105.00,105.00,103.00,103.00,-,2.0,103.00,25,103.50,"1,015",14.65,2013-11-13
185328,185328,289,2330,台積電,"29,933,608","7,251","3,113,410,393",104.00,104.50,103.50,103.50,+,0.5,103.50,"1,868",104.00,564,14.52,2013-11-14
186207,186207,289,2330,台積電,"19,904,673","5,083","2,068,729,812",103.50,104.50,103.50,104.00,+,0.5,103.50,"2,900",104.00,"2,897",14.59,2013-11-15
187086,187086,289,2330,台積電,"25,297,464","6,957","2,641,543,756",104.50,105.00,104.00,104.00, ,0.0,104.00,"2,628",104.50,"1,673",14.59,2013-11-18
187965,187965,289,2330,台積電,"34,510,121","8,014","3,613,948,121",104.50,105.50,104.00,105.00,+,1.0,105.00,379,105.50,"1,147",14.73,2013-11-19
188844,188844,289,2330,台積電,"46,675,350","10,990","4,813,555,110",104.00,104.00,102.50,103.00,-,2.0,102.50,"3,632",103.00,845,14.45,2013-11-20
189724,189724,289,2330,台積電,"57,002,648","14,431","5,764,943,473",102.00,103.00,100.50,101.00,-,2.0,101.00,106,101.50,"1,402",14.17,2013-11-21
190605,190605,289,2330,台積電,"57,158,109","13,182","5,760,006,926",100.00,101.50,100.00,100.00,-,1.0,100.00,"6,717",100.50,"2,363",14.03,2013-11-22
191487,191487,290,2330,台積電,"30,949,392","7,929","3,142,230,092",101.00,102.50,101.00,101.00,+,1.0,101.00,"10,238",101.50,45,14.17,2013-11-25
192371,192371,290,2330,台積電,"47,194,676","11,490","4,885,738,532",102.00,105.00,101.50,103.50,+,2.5,103.50,"6,483",104.00,549,14.52,2013-11-26
193256,193256,290,2330,台積電,"22,853,577","6,528","2,391,973,585",105.00,105.50,104.50,105.00,+,1.5,105.00,"1,138",105.50,"3,205",14.73,2013-11-27
194143,194143,290,2330,台積電,"22,995,978","6,169","2,413,773,679",105.00,105.50,104.50,105.00, ,0.0,105.00,546,105.50,"2,032",14.73,2013-11-28
195031,195031,290,2330,台積電,"34,465,306","5,923","3,609,926,445",104.50,105.00,104.00,105.00, ,0.0,104.50,867,105.00,"3,070",14.73,2013-11-29
195919,195919,290,2330,台積電,"19,042,556","4,418","1,994,578,324",105.00,105.50,104.00,104.50,-,0.5,104.00,"1,432",104.50,"2,347",14.66,2013-12-02
196807,196807,290,2330,台積電,"26,811,219","4,779","2,795,162,276",104.00,105.00,103.50,104.00,-,0.5,104.00,"2,566",104.50,607,14.59,2013-12-03
197696,197696,290,2330,台積電,"23,630,506","5,304","2,477,199,932",103.50,105.50,103.50,105.00,+,1.0,105.00,8,105.50,"5,005",14.73,2013-12-04
198585,198585,290,2330,台積電,"25,209,310","5,844","2,621,454,740",105.00,105.00,103.50,104.00,-,1.0,103.50,"4,045",104.00,524,14.59,2013-12-05
199474,199474,290,2330,台積電,"25,358,888","5,835","2,629,648,379",103.00,104.50,103.00,103.00,-,1.0,103.00,"2,961",103.50,2.0,14.45,2013-12-06
200363,200363,290,2330,台積電,"23,971,547","5,324","2,508,093,125",104.00,105.00,104.00,105.00,+,2.0,104.50,352,105.00,310,14.73,2013-12-09
201252,201252,290,2330,台積電,"22,935,827","4,643","2,395,317,608",104.50,105.00,104.00,104.00,-,1.0,104.00,"1,946",104.50,544,14.59,2013-12-10
202141,202141,290,2330,台積電,"24,614,282","7,385","2,572,981,941",103.50,105.00,103.50,105.00,+,1.0,104.50,"1,357",105.00,"3,646",14.73,2013-12-11
203027,203027,287,2330,台積電,"66,102,080","15,072","6,714,534,840",102.50,103.00,101.00,101.00,-,2.5,101.00,"5,647",101.50,"1,406",14.17,2013-12-12
203918,203918,288,2330,台積電,"28,297,055","7,034","2,910,409,165",102.50,103.50,102.50,102.50,-,0.5,102.50,"1,572",103.00,91,14.38,2013-12-13
204807,204807,287,2330,台積電,"18,772,079","6,032","1,920,338,558",102.50,103.00,102.00,102.00,-,0.5,102.00,"1,729",102.50,648,14.31,2013-12-16
205697,205697,287,2330,台積電,"26,232,839","6,356","2,719,517,917",103.00,104.50,103.00,103.50,+,1.5,103.50,311,104.00,"2,265",14.52,2013-12-17
206587,206587,287,2330,台積電,"66,102,080","15,072","6,714,534,840",102.50,103.00,101.00,101.00,-,2.5,101.00,"5,647",101.50,"1,406",14.17,2013-12-18
207477,207477,287,2330,台積電,"27,824,774","6,192","2,839,659,307",102.00,103.00,101.50,102.50,+,1.5,102.00,217,102.50,"1,866",14.38,2013-12-19
208368,208368,288,2330,台積電,"37,618,688","8,353","3,848,115,676",101.50,103.50,101.50,102.00,-,0.5,102.00,341,102.50,718,14.31,2013-12-20
209259,209259,288,2330,台積電,"28,393,645","6,994","2,950,613,229",103.00,104.50,103.00,104.00,+,2.0,104.00,"1,390",104.50,"4,208",14.59,2013-12-23
210150,210150,288,2330,台積電,"14,079,188","3,724","1,454,251,243",104.00,104.00,103.00,103.00,-,1.0,103.00,934,103.50,"1,068",14.45,2013-12-24
211042,211042,289,2330,台積電,"9,789,067","2,848","1,008,674,401",102.50,103.50,102.50,103.00, ,0.0,103.00,332,103.50,"1,594",14.45,2013-12-25
211935,211935,289,2330,台積電,"6,793,911","1,135","704,185,262",103.00,104.00,103.00,104.00,+,1.0,103.50,875,104.00,"3,619",14.59,2013-12-26
212830,212830,291,2330,台積電,"24,135,217","5,626","2,507,210,568",103.50,104.50,103.00,104.50,+,0.5,104.00,357,104.50,"6,912",14.66,2013-12-27
213726,213726,292,2330,台積電,"44,280,098","10,564","4,659,244,781",104.00,106.00,104.00,106.00,+,1.5,105.50,19,106.00,"5,653",14.87,2013-12-30
214622,214622,291,2330,台積電,"24,484,653","6,632","2,582,678,065",105.50,106.00,105.00,105.50,-,0.5,105.00,"1,269",105.50,"2,004",14.80,2013-12-31
215518,291,291,2330,台積電,"15,133,724","4,136","1,578,860,796",105.00,105.50,103.50,104.50,-,1.0,104.00,"1,300",104.50,"1,930",14.66,2014-01-02
216413,1186,291,2330,台積電,"41,160,529","8,524","4,220,062,918",103.00,103.00,102.00,102.50,-,2.0,102.50,302,103.00,639,14.38,2014-01-03
217308,2081,291,2330,台積電,"23,729,719","4,874","2,432,745,661",102.00,103.00,102.00,102.50, ,0.0,102.50,"1,801",103.00,"1,118",14.38,2014-01-06
218203,2976,291,2330,台積電,"18,803,694","5,529","1,907,188,388",102.50,103.00,102.00,102.00,-,0.5,102.00,"8,315",102.50,305,14.31,2014-01-07
219098,3871,291,2330,台積電,"30,933,475","7,305","3,209,563,219",103.00,104.50,102.50,104.00,+,2.0,103.50,533,104.00,443,14.59,2014-01-08
219993,4766,291,2330,台積電,"64,221,769","19,873","6,522,626,520",102.50,103.00,100.50,101.00,-,3.0,101.00,"2,843",101.50,455,14.17,2014-01-09
220888,5661,291,2330,台積電,"36,289,948","7,619","3,703,540,624",102.00,102.50,101.50,102.00,+,1.0,102.00,508,102.50,"1,843",14.31,2014-01-10
221784,6557,292,2330,台積電,"22,080,716","6,282","2,273,073,754",103.00,103.50,102.50,103.00,+,1.0,102.50,952,103.00,"3,245",14.45,2014-01-13
222681,7454,293,2330,台積電,"21,718,294","5,256","2,237,629,782",102.50,103.50,102.00,103.50,+,0.5,103.00,"1,671",103.50,"3,096",14.52,2014-01-14
223578,8351,293,2330,台積電,"54,458,036","15,415","5,722,578,780",104.00,106.00,104.00,105.00,+,1.5,105.00,"1,315",105.50,"1,161",14.73,2014-01-15
224476,9249,294,2330,台積電,"49,601,100","16,279","5,301,040,094",106.00,107.50,106.00,107.00,+,2.0,106.50,686,107.00,"1,167",15.01,2014-01-16
225373,10146,294,2330,台積電,"55,767,194","15,038","6,014,453,565",108.00,108.50,107.00,107.50,+,0.5,107.50,"4,381",108.00,837,15.08,2014-01-17
226270,11043,294,2330,台積電,"24,299,123","8,533","2,622,482,683",107.00,108.50,107.00,107.50, ,0.0,107.50,937,108.00,140,15.08,2014-01-20
227167,11940,294,2330,台積電,"25,121,036","6,334","2,695,028,292",108.50,108.50,106.00,106.50,-,1.0,106.50,381,107.00,472,14.94,2014-01-21
228064,12837,294,2330,台積電,"28,726,849","7,549","3,065,077,343",106.00,107.50,106.00,107.50,+,1.0,107.00,10,107.50,"1,719",15.08,2014-01-22
228961,13734,294,2330,台積電,"28,308,805","7,461","3,055,374,935",108.50,108.50,107.50,107.50, ,0.0,107.50,859,108.00,"2,745",15.08,2014-01-23
229858,14631,294,2330,台積電,"34,059,356","8,172","3,671,261,247",107.00,108.50,107.00,108.00,+,0.5,107.50,902,108.00,"1,675",15.15,2014-01-24
230755,15528,294,2330,台積電,"65,271,057","17,118","6,848,753,986",106.00,106.50,104.00,105.00,-,3.0,105.00,480,105.50,"1,902",14.73,2014-01-27
231652,16425,294,2330,台積電,"147,198,405","37,866","14,922,299,001",102.00,102.00,100.50,100.50,-,4.5,100.50,"4,627",101.00,"1,135",14.10,2014-02-05
232548,17321,294,2330,台積電,"73,840,243","16,321","7,540,841,366",101.00,103.00,101.00,102.00,+,1.5,102.00,621,102.50,"7,011",14.31,2014-02-06
233444,18217,294,2330,台積電,"54,185,812","14,854","5,628,604,948",103.50,104.50,103.00,104.00,+,2.0,103.50,768,104.00,997,14.59,2014-02-07
234340,19113,294,2330,台積電,"26,243,521","7,897","2,725,145,903",104.00,104.50,103.00,103.00,-,1.0,103.00,453,103.50,31,14.45,2014-02-10
235237,20010,294,2330,台積電,"23,523,880","6,947","2,436,083,720",104.50,105.00,104.00,104.50,+,1.5,104.00,"5,785",104.50,22,14.66,2014-02-11
236134,20907,294,2330,台積電,"25,305,882","7,138","2,661,441,170",105.00,105.50,104.50,105.00,+,0.5,105.00,"9,581",105.50,"2,087",14.73,2014-02-12
237031,21804,294,2330,台積電,"19,625,423","5,781","2,067,832,915",105.00,106.00,105.00,105.00, ,0.0,105.00,"7,553",105.50,"3,169",14.73,2014-02-13
237928,22701,294,2330,台積電,"42,737,744","14,580","4,578,772,108",106.50,107.50,106.50,107.50,+,2.5,107.00,"2,884",107.50,"7,099",15.08,2014-02-14
238826,23599,294,2330,台積電,"34,368,373","11,664","3,714,458,464",108.00,108.50,107.50,108.50,+,1.0,108.00,"3,990",108.50,"7,558",15.22,2014-02-17
239723,24496,294,2330,台積電,"22,289,965","5,778","2,403,989,204",108.50,108.50,107.50,108.00,-,0.5,107.50,"3,854",108.00,"1,517",15.15,2014-02-18
240619,25392,293,2330,台積電,"28,886,535","7,006","3,102,602,484",108.00,108.00,107.00,108.00, ,0.0,107.50,53,108.00,"10,160",15.15,2014-02-19
241515,26288,293,2330,台積電,"28,469,515","6,646","3,029,358,090",106.50,107.00,106.00,106.50,-,1.5,106.00,586,106.50,"3,459",14.94,2014-02-20
242411,27184,293,2330,台積電,"31,505,340","7,819","3,381,313,380",107.00,107.50,107.00,107.50,+,1.0,107.00,"2,618",107.50,534,15.08,2014-02-21
243307,28080,293,2330,台積電,"32,057,819","6,992","3,435,891,697",107.50,108.00,106.00,107.00,-,0.5,106.50,230,107.00,"1,110",15.01,2014-02-24
244203,28976,293,2330,台積電,"34,350,129","6,570","3,685,266,810",107.50,108.00,106.50,108.00,+,1.0,107.50,397,108.00,"9,978",15.15,2014-02-25
245100,29873,293,2330,台積電,"34,982,996","5,182","3,762,870,072",107.50,108.00,107.00,107.50,-,0.5,107.50,"1,752",108.00,"11,810",15.08,2014-02-26
245997,30770,293,2330,台積電,"49,352,141","7,531","5,323,712,132",107.50,108.00,107.50,108.00,+,0.5,107.50,"3,460",108.00,"20,820",14.88,2014-02-27
246894,31667,293,2330,台積電,"62,467,129","10,046","6,706,761,665",108.00,108.00,106.50,108.00, ,0.0,107.50,932,108.00,"10,895",14.88,2014-02-31
247791,32564,293,2330,台積電,"62,467,129","10,046","6,706,761,665",108.00,108.00,106.50,108.00, ,0.0,107.50,932,108.00,"10,895",14.88,2014-03-03
248688,33461,293,2330,台積電,"48,939,593","9,493","5,273,707,058",108.00,108.00,107.50,107.50,-,0.5,107.50,"8,691",108.00,"19,774",14.81,2014-03-04
249585,34358,293,2330,台積電,"55,447,701","16,511","6,074,004,809",108.50,110.00,108.50,110.00,+,2.5,109.50,"3,381",110.00,"5,926",15.15,2014-03-05
250482,35255,293,2330,台積電,"72,622,868","18,144","8,142,187,484",110.00,113.50,110.00,113.00,+,3.0,113.00,"1,587",113.50,"2,889",15.56,2014-03-06
251379,36152,293,2330,台積電,"66,916,749","17,219","7,649,451,186",114.00,115.00,113.50,114.50,+,1.5,114.00,"2,204",114.50,"5,201",15.77,2014-03-07
252276,37049,293,2330,台積電,"38,430,338","9,237","4,354,521,623",114.50,114.50,112.50,113.00,-,1.5,112.50,"1,548",113.00,568,15.56,2014-03-10
253173,37946,293,2330,台積電,"29,182,885","9,133","3,324,036,739",113.50,114.50,113.50,114.00,+,1.0,113.50,"1,645",114.00,362,15.70,2014-03-11
254070,38843,293,2330,台積電,"18,414,771","5,218","2,073,574,352",112.50,113.00,112.00,113.00,-,1.0,112.50,197,113.00,532,15.56,2014-03-12
254967,39740,293,2330,台積電,"59,080,824","16,969","6,890,677,534",116.50,117.50,115.50,116.50,+,3.5,116.50,24,117.00,"4,848",16.05,2014-03-13
255864,40637,293,2330,台積電,"47,105,032","12,132","5,396,134,366",115.00,115.50,114.00,115.00,-,1.5,114.50,784,115.00,"5,998",15.84,2014-03-14
256761,41534,293,2330,台積電,"33,910,334","8,995","3,854,652,365",114.50,115.00,113.00,114.00,-,1.0,113.50,"1,332",114.00,"1,170",15.70,2014-03-17
257658,42431,293,2330,台積電,"37,517,456","7,396","4,285,097,984",114.50,115.00,113.50,114.50,+,0.5,114.00,"1,977",114.50,"2,305",15.77,2014-03-18
258555,43328,293,2330,台積電,"35,237,094","6,589","4,023,833,316",114.50,115.00,113.50,114.50, ,0.0,114.00,"4,730",114.50,"1,449",15.77,2014-03-19
259452,44225,293,2330,台積電,"46,512,209","13,078","5,232,891,154",113.00,113.50,112.00,112.00,-,2.5,112.00,"1,689",112.50,494,15.43,2014-03-20
260349,45122,293,2330,台積電,"60,438,012","7,294","6,807,696,918",114.00,114.00,112.00,112.50,+,0.5,112.00,"6,276",112.50,"2,401",15.50,2014-03-21
261246,46019,293,2330,台積電,"29,607,569","7,098","3,320,400,583",111.50,112.50,111.50,112.50, ,0.0,112.00,"1,880",112.50,"10,065",15.50,2014-03-24
262143,46916,293,2330,台積電,"38,070,794","6,933","4,291,636,589",111.50,113.50,111.50,113.50,+,1.0,113.00,306,113.50,250,15.63,2014-03-25
263040,47813,293,2330,台積電,"45,234,160","12,860","5,211,750,315",115.50,116.00,114.50,115.50,+,2.0,115.00,"3,363",115.50,807,15.91,2014-03-26
263937,48710,293,2330,台積電,"31,399,282","8,641","3,609,273,026",114.50,116.00,114.00,116.00,+,0.5,115.50,36,116.00,"4,523",15.98,2014-03-27
264834,49607,293,2330,台積電,"43,794,489","12,521","5,107,684,713",116.00,117.50,115.50,117.50,+,1.5,117.00,34,117.50,"3,063",16.18,2014-03-28
265732,50505,293,2330,台積電,"47,146,441","8,839","5,550,959,038",118.00,118.50,116.50,118.50,+,1.0,118.00,281,118.50,"1,823",16.32,2014-03-31
266631,51404,293,2330,台積電,"40,636,462","12,571","4,834,224,978",119.00,119.50,118.50,119.50,+,1.0,119.00,"1,189",119.50,"3,400",16.46,2014-04-01
267530,52303,293,2330,台積電,"43,684,651","9,400","5,238,971,816",120.50,121.00,119.00,120.00,+,0.5,119.50,"1,193",120.00,"3,891",16.53,2014-04-02
268429,53202,293,2330,台積電,"37,000,420","10,198","4,374,998,060",118.50,119.00,117.50,118.50,-,1.5,118.00,366,118.50,"1,141",16.32,2014-04-03
269328,54101,293,2330,台積電,"45,254,843","11,316","5,305,535,631",117.50,118.00,116.50,117.50,-,1.0,117.00,942,117.50,"1,967",16.18,2014-04-07
270227,55000,293,2330,台積電,"43,894,168","9,396","5,173,993,549",117.00,119.50,117.00,119.00,+,1.5,119.00,45,119.50,"3,634",16.39,2014-04-08
271126,55899,293,2330,台積電,"29,648,114","8,284","3,548,296,766",119.50,120.00,119.00,119.00, ,0.0,119.00,"2,323",119.50,147,16.39,2014-04-09
